email,nickname,pid,showup_order,start_time,queryRespTime,updateRespTime,error
batch0025@batch.com.tw,測零零二五,271848,39,20250417 11:10:56,146.75,184.92,
batch0060@batch.com.tw,測零零六零,271883,40,20250417 11:10:56,128.02,210.36,
batch0049@batch.com.tw,測零零四九,271872,41,20250417 11:10:57,189.73,140.86,
batch0001@batch.com.tw,測零零零一,270715,42,20250417 11:10:57,168.26,139.59,
batch0006@batch.com.tw,測零零零六,271829,43,20250417 11:10:57,138.76,216.59,
batch0052@batch.com.tw,測零零五二,271875,45,20250417 11:10:57,158.22,226.94,
batch0084@batch.com.tw,測零零八四,271907,44,20250417 11:10:57,153.84,226.91,
batch0086@batch.com.tw,測零零八六,271909,46,20250417 11:10:58,144.95,184.47,
batch0003@batch.com.tw,測零零零三,271826,47,20250417 11:10:57,134.40,414.87,
batch0028@batch.com.tw,測零零二八,271851,48,20250417 11:10:58,144.98,199.40,
batch0085@batch.com.tw,測零零八五,271908,49,20250417 11:10:58,143.02,300.94,
batch0050@batch.com.tw,測零零五零,271873,50,20250417 11:10:58,137.90,317.54,
batch0079@batch.com.tw,測零零七九,271902,51,20250417 11:10:59,389.94,152.57,
batch0091@batch.com.tw,測零零九一,271914,52,20250417 11:10:59,402.20,148.70,
batch0017@batch.com.tw,測零零一七,271840,53,20250417 11:10:59,562.30,138.10,
batch0042@batch.com.tw,測零零四二,271865,54,20250417 11:11:00,484.43,207.41,
batch0024@batch.com.tw,測零零二四,271847,55,20250417 11:11:00,473.10,239.68,
batch0093@batch.com.tw,測零零九三,271916,56,20250417 11:11:00,235.95,262.46,
batch0056@batch.com.tw,測零零五六,271879,57,20250417 11:11:00,247.03,307.97,
batch0018@batch.com.tw,測零零一八,271841,58,20250417 11:11:00,252.31,359.88,
batch0055@batch.com.tw,測零零五五,271878,59,20250417 11:11:00,134.90,338.10,
batch0080@batch.com.tw,測零零八零,271903,60,20250417 11:11:00,134.62,518.02,
batch0029@batch.com.tw,測零零二九,271852,61,20250417 11:11:02,316.81,134.62,
batch0021@batch.com.tw,測零零二一,271844,62,20250417 11:11:02,323.67,138.60,
batch0057@batch.com.tw,測零零五七,271880,63,20250417 11:11:02,188.17,194.68,
batch0092@batch.com.tw,測零零九二,271915,64,20250417 11:11:02,204.89,233.78,
batch0074@batch.com.tw,測零零七四,271897,65,20250417 11:11:02,194.92,254.07,
batch0023@batch.com.tw,測零零二三,271846,66,20250417 11:11:03,193.64,344.55,
batch0096@batch.com.tw,測零零九六,271919,67,20250417 11:11:03,190.79,381.92,
batch0098@batch.com.tw,測零零九八,271921,68,20250417 11:11:03,196.09,285.83,
batch0095@batch.com.tw,測零零九五,271918,69,20250417 11:11:03,169.85,280.39,
batch0010@batch.com.tw,測零零一零,271833,70,20250417 11:11:03,127.92,232.31,
batch0019@batch.com.tw,測零零一九,271842,71,20250417 11:11:04,263.76,192.09,
batch0051@batch.com.tw,測零零五一,271874,72,20250417 11:11:04,239.06,198.90,
batch0097@batch.com.tw,測零零九七,271920,73,20250417 11:11:05,146.87,219.49,
batch0072@batch.com.tw,測零零七二,271895,74,20250417 11:11:05,145.43,168.88,
batch0004@batch.com.tw,測零零零四,271827,75,20250417 11:11:05,141.81,178.76,
batch0053@batch.com.tw,測零零五三,271876,76,20250417 11:11:05,148.64,190.60,
batch0058@batch.com.tw,測零零五八,271881,77,20250417 11:11:05,160.69,223.23,
batch0076@batch.com.tw,測零零七六,271899,78,20250417 11:11:05,153.94,274.36,
batch0046@batch.com.tw,測零零四六,271869,79,20250417 11:11:05,139.76,333.20,
batch0030@batch.com.tw,測零零三零,271853,80,20250417 11:11:05,152.22,253.47,
batch0071@batch.com.tw,測零零七一,271894,81,20250417 11:11:07,257.63,204.38,
batch0040@batch.com.tw,測零零四零,271863,82,20250417 11:11:07,278.27,223.91,
batch0038@batch.com.tw,測零零三八,271861,83,20250417 11:11:07,193.04,234.16,
batch0012@batch.com.tw,測零零一二,271835,84,20250417 11:11:07,201.80,236.59,
batch0054@batch.com.tw,測零零五四,271877,85,20250417 11:11:07,193.60,241.62,
batch0073@batch.com.tw,測零零七三,271896,86,20250417 11:11:07,257.32,246.96,
batch0047@batch.com.tw,測零零四七,271870,87,20250417 11:11:08,220.85,262.65,
batch0078@batch.com.tw,測零零七八,271901,88,20250417 11:11:08,380.41,282.84,
batch0005@batch.com.tw,測零零零五,271828,89,20250417 11:11:08,189.68,277.78,
batch0020@batch.com.tw,測零零二零,271843,90,20250417 11:11:08,206.94,290.18,
batch0011@batch.com.tw,測零零一一,271834,91,20250417 11:11:09,324.05,218.05,
batch0009@batch.com.tw,測零零零九,271832,92,20250417 11:11:09,307.89,229.22,
batch0077@batch.com.tw,測零零七七,271900,93,20250417 11:11:09,238.59,233.93,
batch0035@batch.com.tw,測零零三五,271858,94,20250417 11:11:10,197.87,208.77,
batch0022@batch.com.tw,測零零二二,271845,95,20250417 11:11:10,208.95,245.56,
batch0064@batch.com.tw,測零零六四,271887,96,20250417 11:11:10,198.92,270.06,
batch0037@batch.com.tw,測零零三七,271860,97,20250417 11:11:10,190.03,261.83,
batch0039@batch.com.tw,測零零三九,271862,98,20250417 11:11:10,193.35,291.49,
batch0036@batch.com.tw,測零零三六,271859,99,20250417 11:11:10,194.28,284.79,
batch0100@batch.com.tw,測零一零零,271923,100,20250417 11:11:10,219.69,267.72,
