email,nickname,pid,event_signup_id,event_signup_form_id,verify_code_id,start_time,addRespTime,queryRespTime,error
batch0030@batch.com.tw,測零零三零,271853,02755e8f-23f0-490f-9784-4f129970eaa7,9ebeafc3-2447-456d-82cb-739faec6de04,7a729a85-7c71-4f8e-b7e7-a7ee5fb1b8c4,20250416 17:41:02,4269.276,937.258,
batch0031@batch.com.tw,測零零三一,271854,5d1b34c8-6cc4-4ecc-ac4f-b0a3240b0fe9,55bec460-3bb5-4ceb-816b-b09e1f4cb66f,dcd45276-ead2-4ab4-97e4-1e1816e06c41,20250416 17:40:03,5171.725,1586.433,
batch0032@batch.com.tw,測零零三二,271855,516f6143-54af-494c-9a87-db85ae16d8dd,d328da30-ddf2-48eb-822e-1f47fbdfcab4,bca97c95-0f02-4d40-a619-0279532b7395,20250416 17:40:12,3778.93,863.412,
batch0033@batch.com.tw,測零零三三,271856,8decda12-ec48-486b-b5df-260fac76aa17,f66c3d07-35b9-4778-9bc4-64586da0f782,dc9937ef-238c-4b98-b149-8c58fd7c9abc,20250416 17:40:18,4842.928,2514.037,
batch0034@batch.com.tw,測零零三四,271857,a4a40657-d2df-4346-86d7-790ed84742ae,8b5dfa1c-152a-4648-9b24-4c7f753518bb,543bb3b2-e298-46f0-800e-b6181ca01ebb,20250416 17:40:28,3305.788,1084.764,
batch0035@batch.com.tw,測零零三五,271858,41811c0a-a369-462b-82cd-5cd583b1746d,e124e80b-7afb-476d-ac06-1acd9edcb5a3,c3b0f022-a135-461d-af1d-9b7fd89e25af,20250416 17:40:34,4299.818,2235.161,
batch0036@batch.com.tw,測零零三六,271859,9f454ba4-67c0-4f2c-972a-9d4c750eb2a6,5efb008e-22cd-4cc7-902f-aef8183d024b,fb06a794-3b26-478c-aa3e-23898fc90e9e,20250416 17:40:43,2235.295,1273.835,
batch0037@batch.com.tw,測零零三七,271860,e9990b20-c8cb-42d9-9560-6c9525fcb236,70a82cce-56e7-46f6-a28e-c88c05b42bee,4836382a-62cb-4615-beae-14c68989d17a,20250416 17:40:48,1547.143,1594.402,
batch0038@batch.com.tw,測零零三八,271861,dccdcda8-a26a-480a-9271-7a42b702c041,311d2862-de07-4eca-abac-d416259d8ce3,98d9e9fa-2c60-4167-b014-fcbbf3c1aaf5,20250416 17:40:53,1426.34,620.432,
batch0039@batch.com.tw,測零零三九,271862,c53ce642-0e12-4d6c-975b-c09b2261cf27,ce3a6f20-fa17-42d8-9da9-427d33b3e100,c1209d2c-1458-4674-a6bf-06d827f02ed2,20250416 17:40:57,3589.741,96.188,
batch0040@batch.com.tw,測零零四零,271863,d118bc9b-56db-4ae8-96c8-92e33376381e,1981f51b-841c-489c-8dc9-2bb98c90c71d,d84b98ba-89fa-410f-a278-752b16dbe2ba,20250416 17:41:03,2768.793,142.104,
batch0041@batch.com.tw,測零零四一,271864,10b6c8e4-744d-4193-8032-7c86e7161642,38a1607b-573a-4f42-ba57-7a468722280b,6d4d8ada-1b9f-43c9-a57a-eb7fc32a8382,20250416 17:40:03,3597.175,1310.022,
batch0042@batch.com.tw,測零零四二,271865,c87d51af-72e0-45ed-9478-efaa44de63b6,b327fbd5-0752-4e33-ba41-4de818cdc772,699542f1-8b64-43d7-bc02-321a44d844ad,20250416 17:40:10,3642.662,619.771,
batch0043@batch.com.tw,測零零四三,271866,d7d248d5-876f-4a32-87fd-90b8ba1531d8,2fd47f56-27de-448d-ba44-03e0e225c050,ca9fb7ed-759a-48aa-8167-7bc3aa1787fb,20250416 17:40:16,1743.15,1919.728,
batch0044@batch.com.tw,測零零四四,271867,2b22766f-5c30-4919-8b87-e177aed62a5c,606b5ac3-ad18-4a6c-92a3-9fd8e566179e,853c5b88-a57b-408d-b288-ad13a9bfb239,20250416 17:40:22,2504.771,1622.699,
batch0045@batch.com.tw,測零零四五,271868,9b083e0c-0769-44ca-866d-1d8d830cca24,11807ac6-61ce-44c4-a861-bf86b665067c,22457887-dc0a-46a2-addc-764369fafb08,20250416 17:40:28,3685.749,425.419,
batch0046@batch.com.tw,測零零四六,271869,c1bb97b6-b4f7-46c6-bb2a-35166506d468,8bb8e6c7-9906-4001-b93b-ead4ee4844de,fdb6c9c1-0259-420f-9131-c8f2339b816e,20250416 17:40:34,2788.432,1134.411,
batch0047@batch.com.tw,測零零四七,271870,8ff397c3-1fe1-41cf-bb4d-4ac9fcd4e698,75af6663-e929-4443-9028-406e9c0b3aac,9c8c62ab-c3e0-4e34-ab66-ef305f08fe5f,20250416 17:40:40,4341.769,233.934,
batch0048@batch.com.tw,測零零四八,271871,e0033462-e8f1-4094-8603-577558e69d48,58d23943-ee9f-4933-bd3f-b96fb58f6ba0,ffabe4ce-2d7f-4d26-8b0e-35a15373fd34,20250416 17:40:47,2559.255,149.226,
batch0049@batch.com.tw,測零零四九,271872,c2673755-09f0-4244-8948-f8af33177802,4546dd32-16f2-4d65-a113-82c24812e7fd,8172de83-67df-4045-ba83-668f3d89551c,20250416 17:40:51,1241.121,690.912,
batch0050@batch.com.tw,測零零五零,271873,5da933ef-95c5-4ca5-9e94-22c5e81ffe0e,b0b2c4fd-f4f2-4fd6-a32e-8abcf39bbd30,1344bd80-58df-42b7-82cb-3233a97c5612,20250416 17:40:55,2801.862,244.999,
batch0051@batch.com.tw,測零零五一,271874,7b7a1e42-dbe0-4b45-99dd-68f0ed76db90,1b678bf4-ad60-4555-9783-90f127a3a3d4,d94af4ec-9a7d-4f03-b8a6-d9b4dbd6acf7,20250416 17:40:03,6567.617,469.96,
batch0052@batch.com.tw,測零零五二,271875,6c365014-795e-49d7-8894-f5fab92ffe06,50a6aa17-2da9-432f-b2cb-32471c52f8bd,9bc01b57-64d2-46e1-9421-795209aa6b09,20250416 17:40:12,7772.086,1984.888,
batch0053@batch.com.tw,測零零五三,271876,fe3a6685-35f2-42c1-87e9-8098e0dedac8,87453658-a4de-4f63-b240-5a9b7e3f75c5,29cd7941-6dc0-4d40-a2d9-7e8f9251ee68,20250416 17:40:24,6794.865,1371.407,
batch0054@batch.com.tw,測零零五四,271877,e0a62513-81b3-4645-a2e0-998788f523b2,6a73865d-088d-4512-b3e3-96986c70613c,220aeb6d-613d-4305-af29-dc6306def72d,20250416 17:40:34,2360.569,1633.061,
batch0055@batch.com.tw,測零零五五,271878,2389edb4-6894-4081-b66a-1be0e2a93ad1,9157e8e8-9803-4e64-9cdc-0a30b6bac373,2ec18f77-1f6f-4d97-9b85-7b55b6862d78,20250416 17:40:40,1681.396,1907.241,
batch0056@batch.com.tw,測零零五六,271879,1409df9a-9d49-4245-a4d3-fb59ecd493ca,66a84101-bdb8-44ed-ba5d-68f54aff48e5,3074df9e-e6a4-4784-9db3-45ee25f51d89,20250416 17:40:46,4003.923,218.702,
batch0057@batch.com.tw,測零零五七,271880,72ddcd5d-14f4-4e3a-8294-1531d9e856b3,a45bfb8c-b8a4-450d-a419-7be6cc71fe84,f2eac03a-d54b-4e16-910e-6156fbfc8bde,20250416 17:40:52,5585.281,1212.881,
batch0058@batch.com.tw,測零零五八,271881,14c85d95-2456-4999-a9cd-996efe01721a,e695c4a7-bbfc-4187-8f86-a324e02a07bd,5cb1d0b0-642e-4117-b512-605db01ab84f,20250416 17:41:01,2595.883,1117.732,
batch0059@batch.com.tw,測零零五九,271882,52f5fc0e-394e-4f4a-89db-bb41116a2c51,2e065570-002c-4d8b-abe7-14517e470668,6f4beaa9-2f6d-414f-a954-4e29a9ee5d26,20250416 17:41:06,2307.745,1808.785,
batch0060@batch.com.tw,測零零六零,271883,ad0463c6-030c-47da-b6ef-258f195644e9,cb13e7bd-513b-432f-9eee-529f37bfe30d,af4dfef2-9224-42e6-9072-d5ca1594f7b1,20250416 17:41:12,1821.701,160.323,
batch0061@batch.com.tw,測零零六一,271884,c68c21f4-9fa0-4417-9af9-246133616ae7,d58d0f2a-4504-4609-b358-7ebfa67b9b39,eaa4aa67-69f1-41ee-a3fc-3d9a091137f0,20250416 17:40:03,7755.851,3389.131,
batch0062@batch.com.tw,測零零六二,271885,d377f7cd-248f-460f-bd53-2437ea880269,9fcbef4e-9e81-441d-b90a-76642299206d,8085cded-10af-4eea-bec1-8d365fff42b5,20250416 17:40:16,4678.588,825.415,
batch0063@batch.com.tw,測零零六三,271886,556b9c2a-ae19-48bc-95a6-f6a7dee8207d,b2d0ba6f-6133-43c5-b0e1-eb13d51bc8b9,2429f20e-2925-47c6-a4d2-ab724eccdef5,20250416 17:40:24,3601.03,2134.13,
batch0064@batch.com.tw,測零零六四,271887,948c8111-d4e6-4297-bc59-c85f89d42baa,70dd17e0-dd99-48f9-ba7b-72910b4d1a79,103b3e5e-4d21-43f1-a139-e56f0ba5a5ca,20250416 17:40:31,2254.17,1124.373,
batch0065@batch.com.tw,測零零六五,271888,72afe45c-c276-4b27-a129-c21506a54288,86006dbd-3973-413a-a0cf-d6d58a691510,59f432fa-0c0a-4a58-bb78-df5a2fefd2b7,20250416 17:40:37,3070.571,731.384,
batch0066@batch.com.tw,測零零六六,271889,8d36c774-2908-4339-bd79-e13d91abe46b,4e2ea686-fe46-44c0-86a2-65e3f10cb5de,8f5baaf5-96fc-4ff5-ad03-bb24eb3cb81d,20250416 17:40:43,5695.378,1427.737,
batch0067@batch.com.tw,測零零六七,271890,90326309-6690-4a66-ac43-75be28e8383a,c03ec514-a011-4539-ac79-9c542f7524bc,1e5db654-d6ea-44b9-9e17-468a4c19754d,20250416 17:40:52,4994.307,2784.047,
batch0068@batch.com.tw,測零零六八,271891,73f8e044-67e4-44cf-a1c2-ea2af78fe2a3,2ebf111b-db4a-49a1-b57b-5b2cf277ced4,7d952a81-302a-4bce-852b-9638bf944384,20250416 17:41:01,1929.233,898.785,
batch0069@batch.com.tw,測零零六九,271892,ae3801f4-78f3-4208-96c1-1dbe5d66c950,a7de4687-7ec9-44f1-8016-1929b6ab62ff,56163fe7-7801-42f2-889a-68743c5c28f6,20250416 17:41:06,2149.485,1953.974,
batch0070@batch.com.tw,測零零七零,271893,f6340bb0-9fda-4417-bb16-19c5df2e68af,d3897372-77af-466d-b930-da8d73d525bd,2fd9d5d5-b523-4070-afed-5bd287874a9d,20250416 17:41:12,1920.465,104.928,
batch0071@batch.com.tw,測零零七一,271894,7d7be24c-9c6d-4bae-9a88-9ca9847c4209,5cdafba3-d92d-4d47-8492-3f3add5397e6,2dba6b31-2964-4ea7-8e7e-ae0293c5c3aa,20250416 17:40:03,5711.383,2120.251,
batch0072@batch.com.tw,測零零七二,271895,289c2b4e-b270-4862-9ed2-dc5661deb319,09d77dfa-e451-4511-bd5f-66c7239a8b4c,ce84bcff-4dc6-4873-8ce2-b669667913d0,20250416 17:40:13,2789.341,713.731,
batch0073@batch.com.tw,測零零七三,271896,eaa60451-19d7-475d-9e09-2a2a15c369e3,7b3867a6-408d-4051-831d-6b82cf49222e,11328e5f-7e86-4672-ac79-8fcbb416159e,20250416 17:40:18,2968.387,433.03,
batch0074@batch.com.tw,測零零七四,271897,2e89bb28-dce8-4860-9deb-fbd0d723d1a8,cd4d7afa-8ebf-48c1-82a0-d390d5cf5345,315bdffc-fea2-4e31-b480-2b152025a69b,20250416 17:40:24,3401.739,2454.607,
batch0075@batch.com.tw,測零零七五,271898,5f03db38-87cd-43e7-bad9-2889027e3b0d,05305ef7-63a3-4b19-824c-8c7373f203ba,bc77a2fd-e89d-414a-8f8b-92ef072f8254,20250416 17:40:32,4837.57,645.251,
batch0076@batch.com.tw,測零零七六,271899,37210755-a8b5-4011-91ec-d8a36025b4c9,a117f10a-a756-42d3-a339-de7e5937c599,3da94c18-d094-4d48-99ed-c767d431f8ad,20250416 17:40:39,3569.193,989.999,
batch0077@batch.com.tw,測零零七七,271900,1329e914-1fba-4a39-8b53-75a4712b6de0,5c2f3a68-f2b1-43e0-bc0d-36485d21f7f2,4be37d9e-cdcc-4105-b65b-68e284aaaca8,20250416 17:40:46,2080.261,651.287,
batch0078@batch.com.tw,測零零七八,271901,6f208ead-5945-4db5-86bc-1d167d54bcb6,c4c43973-01cb-4c04-aff0-974d9e9f17fd,d263649b-6412-40f8-9ee0-7c3b0b31c0b2,20250416 17:40:50,2156.104,686.535,
batch0079@batch.com.tw,測零零七九,271902,1a7d1d7a-d768-448e-b871-980eb62833fa,79495b0e-6c8c-4a02-9a93-f0bd5209fe3c,a95049a6-1cb0-44e4-9d49-805013a59f32,20250416 17:40:55,2228.019,757.736,
batch0080@batch.com.tw,測零零八零,271903,efcaf795-022f-4fef-b6e6-5fc2c460035d,a1588a42-9e5c-408f-920d-46e30f3ed90c,64235aa9-89b0-4be7-b1ae-a92ade2d7417,20250416 17:41:00,1288.801,2736.349,
batch0081@batch.com.tw,測零零八一,271904,d49dd0f0-3b53-4a81-9f14-7485c67aa98e,65dbaeac-3767-4fef-926f-6d0aef35eb21,2ff30897-b6e7-44d7-9119-8ec4331d7e95,20250416 17:40:03,6860.468,214.024,
batch0082@batch.com.tw,測零零八二,271905,ce81fab6-c4ff-4075-9b41-3de6813e92a5,bb15e887-55cb-4563-973c-c54dafac26cc,55ca3379-400c-4c50-b434-8a4c3d98acb7,20250416 17:40:12,6336.533,739.199,
batch0083@batch.com.tw,測零零八三,271906,efa293d8-9493-47be-83a1-7f7a0de2ac22,f03637fd-c97a-47ee-b440-45663438e52a,0825ab30-0635-4691-91bb-86cfe1ff0dc9,20250416 17:40:21,2415.405,2292.435,
batch0084@batch.com.tw,測零零八四,271907,a2ee9ac3-9998-4ece-8a27-ad20a15260a3,a1a95123-f833-4120-af28-343a9444164b,b3c72cfd-4845-4ed4-9a47-d156648bf11f,20250416 17:40:28,5377.322,1525.302,
batch0085@batch.com.tw,測零零八五,271908,8edd4bd6-da0e-4428-8902-96ad4ad48c21,fc20d19e-2d1e-4f42-a6db-398d6d89883b,9e5361ef-bd92-46bd-a043-c1c6f9712e15,20250416 17:40:37,2731.801,596.716,
batch0086@batch.com.tw,測零零八六,271909,bf8b87e6-2649-4515-9ba7-51fac77ccd47,92f321ce-89de-45d3-8845-83a8d2927649,27c5a127-08de-4e7d-9263-d8733c297c06,20250416 17:40:42,3249.272,1373.697,
batch0087@batch.com.tw,測零零八七,271910,d894973f-c186-4f82-b012-c5fb55e6df92,d7e38504-29f5-427f-b590-dffdaaa1d407,d2641863-6d64-44ae-b685-00f1abb7451f,20250416 17:40:49,2635.02,1864.145,
batch0088@batch.com.tw,測零零八八,271911,57d0e69c-b85a-4978-a2e6-113e1a5198fc,635ca12f-c5b3-47ec-965c-d7382b33210e,92dcddd7-314c-4c8b-b5bc-6a050ce5a525,20250416 17:40:55,3164.698,327.8,
batch0089@batch.com.tw,測零零八九,271912,4a55e3ad-5b05-4047-af7e-606afadc2553,9e8550a7-5a4e-44fb-9030-9af2d49bac43,e58d2fdc-5e54-449b-9852-71bab91ad32c,20250416 17:41:01,4595.552,1694.092,
batch0090@batch.com.tw,測零零九零,271913,fffa6374-3620-40c8-9d5d-2464182a43bc,095f676c-05c6-406c-91c0-47a778bf56d1,50b29dad-ff20-4436-b6c1-05d4e5a98f87,20250416 17:41:09,2614.369,1204.294,
batch0091@batch.com.tw,測零零九一,271914,daaed55e-594c-4744-9511-b405a95a5fee,d037fac4-bfd2-4f3a-8c25-66d8f851bbb2,616c3f98-b69f-45c5-9ca4-bb066ab8db54,20250416 17:40:03,3966.076,845.809,
batch0092@batch.com.tw,測零零九二,271915,1345d6cf-4a4a-4aba-adcf-b028204117cf,2025cdf8-86ff-407f-bd94-f92e74121003,25e21725-72da-4908-a26e-d73ca6cce1d6,20250416 17:40:10,3052.978,1765.692,
batch0093@batch.com.tw,測零零九三,271916,644fed2b-a840-43f3-aeb0-56923e52289f,63ec7ffd-4598-41ec-8b3c-1d5801a4417b,520441ce-e3ba-43a2-abf1-4accc9066cb9,20250416 17:40:17,4559.063,927.39,
batch0094@batch.com.tw,測零零九四,271917,7d6cb41b-5494-49c0-aae0-a9d421d15c38,6a675837-2c3f-4e95-8391-866be2c4e629,a265df25-ba73-42a3-b50c-30966e3df469,20250416 17:40:24,3282.403,1971.976,
batch0095@batch.com.tw,測零零九五,271918,3ebc0031-ef79-4e60-a3b5-8cebdb0aea18,8a0a0637-9e8e-4f73-93d8-9ae53a22ff08,17bd2b8e-fe44-41ce-b08f-7fa182254137,20250416 17:40:31,2566.137,873.511,
batch0096@batch.com.tw,測零零九六,271919,a4629372-403b-4953-a01b-4649499779d2,75598144-d5ef-4c43-8f11-fd4de87bf578,c3e2a5e9-968c-4ade-bb0b-b94cd260f97c,20250416 17:40:37,2286.82,868.631,
batch0097@batch.com.tw,測零零九七,271920,cfe64d69-c621-47ab-9f98-e52000bc6599,f4560e9b-0b56-4f9b-8d45-7d91c7215d8b,b725664e-84b3-4bd6-91cc-7707cb8dc1f4,20250416 17:40:42,2458.856,200.063,
batch0098@batch.com.tw,測零零九八,271921,69740533-1c86-41f4-8513-fd8431807975,1d018ba6-c5f6-42fe-a5f7-fd31d01d69f6,674faeef-fd9a-43c4-9218-e819b869d146,20250416 17:40:47,4297.379,2288.51,
batch0099@batch.com.tw,測零零九九,271922,a1d5c4ae-17a9-42d9-a75c-c352a376af9e,51509daf-8c5c-4eca-b08f-358ca89c8c44,6ded375c-e1ce-4135-a558-294882f9f6fb,20250416 17:40:55,4091.678,898.92,
batch0100@batch.com.tw,測零一零零,271923,23c153c3-47c4-4d1d-9521-fbf4c2ea69a4,759a137e-8bd4-4367-952a-ab854ed43a62,f5c6c232-bf34-4fe1-b697-ff3bbb3b3228,20250416 17:41:02,3376.304,244.45,
