email,nickname,pid,showup_order,start_time,queryRespTime,updateRespTime,error
batch4669@batch.com.tw,測四六六九,276492,129,20250626 16:37:10,557.50,283.98,
batch3448@batch.com.tw,測三四四八,275271,130,20250626 16:37:10,551.56,310.35,
batch4051@batch.com.tw,測四零五一,275874,125,20250626 16:37:10,378.08,988.84,
batch3215@batch.com.tw,測三二一五,275038,131,20250626 16:37:10,546.48,369.23,
batch0800@batch.com.tw,測零八零零,272623,132,20250626 16:37:10,546.74,429.35,
batch0683@batch.com.tw,測零六八三,272506,133,20250626 16:37:11,295.41,362.75,
batch0266@batch.com.tw,測零二六六,272089,134,20250626 16:37:11,527.86,262.81,
batch4001@batch.com.tw,測四零零一,275824,135,20250626 16:37:11,673.70,268.40,
batch0600@batch.com.tw,測零六零零,272423,136,20250626 16:37:11,320.61,268.78,
batch2486@batch.com.tw,測二四八六,274309,137,20250626 16:37:11,352.30,266.34,
batch1703@batch.com.tw,測一七零三,273526,138,20250626 16:37:11,594.57,361.29,
batch2585@batch.com.tw,測二五八五,274408,139,20250626 16:37:11,366.59,262.16,
batch0116@batch.com.tw,測零一一六,271939,140,20250626 16:37:11,608.34,262.69,
batch2635@batch.com.tw,測二六三五,274458,141,20250626 16:37:12,387.81,271.41,
batch1368@batch.com.tw,測一三六八,273191,142,20250626 16:37:11,504.11,315.85,
batch4068@batch.com.tw,測四零六八,275891,143,20250626 16:37:11,1158.76,344.93,
batch2753@batch.com.tw,測二七五三,274576,144,20250626 16:37:12,277.70,531.28,
batch1786@batch.com.tw,測一七八六,273609,145,20250626 16:37:12,379.70,450.23,
batch2920@batch.com.tw,測二九二零,274743,146,20250626 16:37:11,1018.71,575.30,
batch0884@batch.com.tw,測零八八四,272707,147,20250626 16:37:12,409.85,366.79,
batch2853@batch.com.tw,測二八五三,274676,148,20250626 16:37:12,301.16,406.70,
batch1401@batch.com.tw,測一四零一,273224,150,20250626 16:37:12,327.07,658.89,
batch1034@batch.com.tw,測一零三四,272857,151,20250626 16:37:12,235.82,452.85,
batch0333@batch.com.tw,測零三三三,272156,149,20250626 16:37:12,400.91,958.46,
batch4018@batch.com.tw,測四零一八,275841,152,20250626 16:37:13,359.19,410.34,
batch0817@batch.com.tw,測零八一七,272640,153,20250626 16:37:13,264.55,381.69,
batch4969@batch.com.tw,測四九六九,276792,154,20250626 16:37:12,303.88,1304.10,
batch1434@batch.com.tw,測一四三四,273257,155,20250626 16:37:13,289.13,358.36,
batch4236@batch.com.tw,測四二三六,276059,156,20250626 16:37:13,294.31,359.48,
batch3149@batch.com.tw,測三一四九,274972,157,20250626 16:37:13,253.09,363.70,
batch3668@batch.com.tw,測三六六八,275491,158,20250626 16:37:13,402.63,315.53,
batch4552@batch.com.tw,測四五五二,276375,159,20250626 16:37:13,390.03,321.78,
batch1451@batch.com.tw,測一四五一,273274,160,20250626 16:37:13,522.19,424.48,
batch1301@batch.com.tw,測一三零一,273124,161,20250626 16:37:13,426.60,456.38,
batch0216@batch.com.tw,測零二一六,272039,162,20250626 16:37:13,622.66,351.45,
batch0183@batch.com.tw,測零一八三,272006,163,20250626 16:37:13,567.17,319.66,
batch1770@batch.com.tw,測一七七零,273593,164,20250626 16:37:14,550.46,290.78,
batch3001@batch.com.tw,測三零零一,274824,165,20250626 16:37:14,424.40,229.91,
batch3987@batch.com.tw,測三九八七,275810,166,20250626 16:37:14,312.88,196.02,
batch1084@batch.com.tw,測一零八四,272907,167,20250626 16:37:14,254.75,295.84,
batch2203@batch.com.tw,測二二零三,274026,168,20250626 16:37:14,421.70,340.13,
batch2120@batch.com.tw,測二一二零,273943,169,20250626 16:37:14,368.88,343.74,
batch4636@batch.com.tw,測四六三六,276459,170,20250626 16:37:14,332.50,376.43,
batch2870@batch.com.tw,測二八七零,274693,171,20250626 16:37:14,353.35,271.91,
batch1568@batch.com.tw,測一五六八,273391,172,20250626 16:37:14,313.18,359.19,
batch1101@batch.com.tw,測一一零一,272924,173,20250626 16:37:14,418.83,1075.64,
batch3415@batch.com.tw,測三四一五,275238,174,20250626 16:37:15,431.25,223.85,
batch4786@batch.com.tw,測四七八六,276609,175,20250626 16:37:15,479.98,322.79,
batch3382@batch.com.tw,測三三八二,275205,176,20250626 16:37:15,429.35,284.39,
batch4853@batch.com.tw,測四八五三,276676,177,20250626 16:37:15,336.53,449.92,
batch3034@batch.com.tw,測三零三四,274857,178,20250626 16:37:15,222.50,384.89,
batch1903@batch.com.tw,測一九零三,273726,179,20250626 16:37:15,311.37,417.33,
batch3332@batch.com.tw,測三三三二,275155,180,20250626 16:37:15,324.85,199.40,
batch2518@batch.com.tw,測二五一八,274341,181,20250626 16:37:15,352.44,372.89,
batch3819@batch.com.tw,測三八一九,275642,182,20250626 16:37:15,359.13,351.83,
batch4437@batch.com.tw,測四四三七,276260,183,20250626 16:37:16,297.41,365.20,
batch0968@batch.com.tw,測零九六八,272791,184,20250626 16:37:16,352.89,361.48,
batch0650@batch.com.tw,測零六五零,272473,185,20250626 16:37:16,298.44,341.64,
batch0733@batch.com.tw,測零七三三,272556,186,20250626 16:37:16,305.68,410.92,
batch2170@batch.com.tw,測二一七零,273993,187,20250626 16:37:16,279.64,501.92,
batch3551@batch.com.tw,測三五五一,275374,188,20250626 16:37:16,311.81,533.15,
batch0951@batch.com.tw,測零九五一,272774,190,20250626 16:37:16,267.93,437.72,
batch4303@batch.com.tw,測四三零三,276126,191,20250626 16:37:16,217.94,401.21,
batch2220@batch.com.tw,測二二二零,274043,192,20250626 16:37:16,427.17,305.12,
batch2686@batch.com.tw,測二六八六,274509,193,20250626 16:37:16,438.53,393.01,
batch1268@batch.com.tw,測一二六八,273091,195,20250626 16:37:16,402.62,369.52,
batch4586@batch.com.tw,測四五八六,276409,196,20250626 16:37:17,220.12,317.74,
batch0001@batch.com.tw,測零零零一,270715,194,20250626 16:37:16,355.11,447.55,
batch1485@batch.com.tw,測一四八五,273308,197,20250626 16:37:16,411.42,436.61,
batch1251@batch.com.tw,測一二五一,273074,189,20250626 16:37:15,489.28,2210.61,
batch0700@batch.com.tw,測零七零零,272523,198,20250626 16:37:17,348.14,458.60,
batch1118@batch.com.tw,測一一一八,272941,199,20250626 16:37:17,366.55,594.82,
batch0133@batch.com.tw,測零一三三,271956,200,20250626 16:37:17,432.31,493.51,
batch4370@batch.com.tw,測四三七零,276193,201,20250626 16:37:17,435.37,499.60,
batch0567@batch.com.tw,測零五六七,272390,202,20250626 16:37:17,504.33,319.42,
batch3100@batch.com.tw,測三一零零,274923,203,20250626 16:37:17,475.50,323.39,
batch0417@batch.com.tw,測零四一七,272240,204,20250626 16:37:17,368.58,471.78,
batch0283@batch.com.tw,測零二八三,272106,205,20250626 16:37:17,378.55,411.83,
batch4886@batch.com.tw,測四八八六,276709,206,20250626 16:37:17,359.87,428.98,
batch2353@batch.com.tw,測二三五三,274176,207,20250626 16:37:18,388.82,293.62,
batch0534@batch.com.tw,測零五三四,272357,208,20250626 16:37:18,478.84,291.32,
batch3836@batch.com.tw,測三八三六,275659,209,20250626 16:37:18,322.69,378.99,
batch1318@batch.com.tw,測一三一八,273141,210,20250626 16:37:18,318.03,187.19,
batch1518@batch.com.tw,測一五一八,273341,211,20250626 16:37:18,454.78,189.23,
batch4470@batch.com.tw,測四四七零,276293,212,20250626 16:37:18,593.99,355.98,
batch1653@batch.com.tw,測一六五三,273476,213,20250626 16:37:18,550.59,389.79,
batch1937@batch.com.tw,測一九三七,273760,214,20250626 16:37:18,624.30,451.07,
batch2403@batch.com.tw,測二四零三,274226,215,20250626 16:37:18,451.54,1040.01,
batch4169@batch.com.tw,測四一六九,275992,216,20250626 16:37:19,353.20,383.39,
batch1551@batch.com.tw,測一五五一,273374,217,20250626 16:37:19,339.23,379.55,
batch3954@batch.com.tw,測三九五四,275777,218,20250626 16:37:19,438.80,515.06,
batch2303@batch.com.tw,測二三零三,274126,219,20250626 16:37:19,453.16,578.25,
batch1218@batch.com.tw,測一二一八,273041,220,20250626 16:37:19,346.11,546.71,
batch1001@batch.com.tw,測一零零一,272824,222,20250626 16:37:19,327.24,433.93,
batch4686@batch.com.tw,測四六八六,276509,221,20250626 16:37:19,295.39,614.34,
batch3752@batch.com.tw,測三七五二,275575,224,20250626 16:37:19,237.08,457.62,
batch2270@batch.com.tw,測二二七零,274093,223,20250626 16:37:19,309.09,590.88,
batch2703@batch.com.tw,測二七零三,274526,225,20250626 16:37:20,182.49,452.19,
batch0233@batch.com.tw,測零二三三,272056,226,20250626 16:37:18,496.90,1434.79,
batch1636@batch.com.tw,測一六三六,273459,227,20250626 16:37:20,364.14,295.04,
batch0617@batch.com.tw,測零六一七,272440,229,20250626 16:37:20,397.54,468.44,
batch4870@batch.com.tw,測四八七零,276693,228,20250626 16:37:20,435.66,412.50,
batch3067@batch.com.tw,測三零六七,274890,230,20250626 16:37:20,410.40,482.24,
batch0083@batch.com.tw,測零零八三,271906,232,20250626 16:37:19,287.09,1420.47,
batch3601@batch.com.tw,測三六零一,275424,231,20250626 16:37:20,360.43,473.86,
batch3282@batch.com.tw,測三二八二,275105,233,20250626 16:37:20,504.38,390.33,
batch2420@batch.com.tw,測二四二零,274243,234,20250626 16:37:20,594.58,433.31,
batch3886@batch.com.tw,測三八八六,275709,235,20250626 16:37:20,620.71,444.31,
batch4487@batch.com.tw,測四四八七,276310,236,20250626 16:37:19,288.41,1852.70,
batch1853@batch.com.tw,測一八五三,273676,237,20250626 16:37:20,631.30,442.78,
batch0834@batch.com.tw,測零八三四,272657,238,20250626 16:37:21,564.07,340.25,
batch4320@batch.com.tw,測四三二零,276143,239,20250626 16:37:21,525.89,379.49,
batch2019@batch.com.tw,測二零一九,273842,240,20250626 16:37:21,503.82,370.26,
batch2470@batch.com.tw,測二四七零,274293,241,20250626 16:37:21,309.37,324.24,
batch2652@batch.com.tw,測二六五二,274475,242,20250626 16:37:21,478.51,265.68,
batch1670@batch.com.tw,測一六七零,273493,243,20250626 16:37:21,428.47,280.84,
batch2937@batch.com.tw,測二九三七,274760,244,20250626 16:37:21,507.17,354.70,
batch3903@batch.com.tw,測三九零三,275726,245,20250626 16:37:21,502.19,360.11,
batch1051@batch.com.tw,測一零五一,272874,246,20250626 16:37:21,446.31,300.88,
batch0034@batch.com.tw,測零零三四,271857,247,20250626 16:37:21,428.63,1291.90,
batch2953@batch.com.tw,測二九五三,274776,248,20250626 16:37:22,379.38,249.38,
batch1803@batch.com.tw,測一八零三,273626,249,20250626 16:37:22,377.39,232.75,
batch1720@batch.com.tw,測一七二零,273543,250,20250626 16:37:22,443.06,315.17,
batch4270@batch.com.tw,測四二七零,276093,251,20250626 16:37:22,319.84,379.67,
batch3182@batch.com.tw,測三一八二,275005,252,20250626 16:37:22,423.36,475.34,
batch4253@batch.com.tw,測四二五三,276076,253,20250626 16:37:22,386.36,451.23,
batch0200@batch.com.tw,測零二零零,272023,254,20250626 16:37:22,345.56,354.65,
batch0501@batch.com.tw,測零五零一,272324,255,20250626 16:37:22,515.56,458.22,
batch3232@batch.com.tw,測三二三二,275055,256,20250626 16:37:22,331.12,360.62,
batch1135@batch.com.tw,測一一三五,272958,257,20250626 16:37:22,246.25,457.02,
batch2370@batch.com.tw,測二三七零,274193,258,20250626 16:37:23,269.22,437.56,
batch4119@batch.com.tw,測四一一九,275942,259,20250626 16:37:23,293.86,460.89,
batch1068@batch.com.tw,測一零六八,272891,260,20250626 16:37:23,350.16,604.41,
batch0584@batch.com.tw,測零五八四,272407,261,20250626 16:37:23,307.33,594.64,
batch1285@batch.com.tw,測一二八五,273108,262,20250626 16:37:23,253.95,430.18,
batch1920@batch.com.tw,測一九二零,273743,263,20250626 16:37:23,321.43,324.37,
batch4387@batch.com.tw,測四三八七,276210,264,20250626 16:37:23,330.54,288.36,
batch2986@batch.com.tw,測二九八六,274809,265,20250626 16:37:23,474.91,489.15,
batch3349@batch.com.tw,測三三四九,275172,266,20250626 16:37:23,455.38,485.03,
batch1335@batch.com.tw,測一三三五,273158,267,20250626 16:37:23,429.10,529.63,
batch2320@batch.com.tw,測二三二零,274143,268,20250626 16:37:24,385.95,479.39,
batch3518@batch.com.tw,測三五一八,275341,269,20250626 16:37:24,434.72,408.37,
batch0468@batch.com.tw,測零四六八,272291,270,20250626 16:37:24,408.54,303.20,
batch3652@batch.com.tw,測三六五二,275475,271,20250626 16:37:24,499.90,393.23,
batch3166@batch.com.tw,測三一六六,274989,272,20250626 16:37:24,409.77,393.10,
batch4102@batch.com.tw,測四一零二,275925,273,20250626 16:37:23,308.16,1699.08,
batch4903@batch.com.tw,測四九零三,276726,274,20250626 16:37:24,598.72,394.42,
batch0434@batch.com.tw,測零四三四,272257,275,20250626 16:37:24,622.60,393.62,
batch2053@batch.com.tw,測二零五三,273876,276,20250626 16:37:24,600.64,434.55,
batch4803@batch.com.tw,測四八零三,276626,277,20250626 16:37:24,395.39,417.50,
batch4953@batch.com.tw,測四九五三,276776,278,20250626 16:37:24,445.17,518.34,
batch2720@batch.com.tw,測二七二零,274543,279,20250626 16:37:25,344.80,442.46,
batch2770@batch.com.tw,測二七七零,274593,280,20250626 16:37:25,304.83,439.05,
batch1185@batch.com.tw,測一一八五,273008,281,20250626 16:37:25,494.04,354.62,
batch0750@batch.com.tw,測零七五零,272573,282,20250626 16:37:25,456.44,477.28,
batch4703@batch.com.tw,測四七零三,276526,283,20250626 16:37:25,528.19,458.48,
batch2002@batch.com.tw,測二零零二,273825,284,20250626 16:37:25,510.98,503.41,
batch2237@batch.com.tw,測二二三七,274060,285,20250626 16:37:25,482.90,500.38,
batch3133@batch.com.tw,測三一三三,274956,286,20250626 16:37:25,316.84,533.93,
batch4620@batch.com.tw,測四六二零,276443,287,20250626 16:37:25,361.50,344.71,
batch2535@batch.com.tw,測二五三五,274358,288,20250626 16:37:24,526.31,1464.89,
batch1870@batch.com.tw,測一八七零,273693,289,20250626 16:37:25,401.03,456.41,
batch3568@batch.com.tw,測三五六八,275391,290,20250626 16:37:26,416.10,373.29,
batch4085@batch.com.tw,測四零八五,275908,291,20250626 16:37:26,385.86,440.23,
batch0784@batch.com.tw,測零七八四,272607,292,20250626 16:37:26,436.37,414.34,
batch1385@batch.com.tw,測一三八五,273208,293,20250626 16:37:26,416.74,345.81,
batch1418@batch.com.tw,測一四一八,273241,294,20250626 16:37:26,457.70,435.60,
batch0985@batch.com.tw,測零九八五,272808,295,20250626 16:37:26,368.88,485.98,
batch2820@batch.com.tw,測二八二零,274643,296,20250626 16:37:26,367.21,404.06,
batch1018@batch.com.tw,測一零一八,272841,297,20250626 16:37:26,334.85,411.06,
batch0350@batch.com.tw,測零三五零,272173,298,20250626 16:37:26,513.04,378.24,
batch4837@batch.com.tw,測四八三七,276660,299,20250626 16:37:26,461.88,400.22,
batch3465@batch.com.tw,測三四六五,275288,300,20250626 16:37:27,515.30,445.89,
batch1152@batch.com.tw,測一一五二,272975,301,20250626 16:37:27,379.59,399.41,
batch2669@batch.com.tw,測二六六九,274492,302,20250626 16:37:27,380.19,396.72,
batch4603@batch.com.tw,測四六零三,276426,303,20250626 16:37:27,514.55,386.23,
batch3937@batch.com.tw,測三九三七,275760,304,20250626 16:37:27,381.58,290.49,
batch3299@batch.com.tw,測三二九九,275122,305,20250626 16:37:27,405.45,283.38,
batch0901@batch.com.tw,測零九零一,272724,306,20250626 16:37:27,455.80,372.81,
batch3051@batch.com.tw,測三零五一,274874,307,20250626 16:37:27,468.92,404.01,
batch1954@batch.com.tw,測一九五四,273777,308,20250626 16:37:27,418.99,460.73,
batch4720@batch.com.tw,測四七二零,276543,310,20250626 16:37:27,431.27,422.81,
batch3769@batch.com.tw,測三七六九,275592,309,20250626 16:37:27,396.77,325.65,
batch1687@batch.com.tw,測一六八七,273510,311,20250626 16:37:28,470.73,265.67,
batch4753@batch.com.tw,測四七五三,276576,312,20250626 16:37:28,425.46,284.62,
batch3702@batch.com.tw,測三七零二,275525,313,20250626 16:37:28,406.12,269.93,
batch1737@batch.com.tw,測一七三七,273560,314,20250626 16:37:28,375.91,301.68,
batch2137@batch.com.tw,測二一三七,273960,315,20250626 16:37:28,467.71,294.49,
batch3618@batch.com.tw,測三六一八,275441,316,20250626 16:37:28,367.74,346.43,
batch3366@batch.com.tw,測三三六六,275189,317,20250626 16:37:28,414.98,218.33,
batch2036@batch.com.tw,測二零三六,273859,318,20250626 16:37:28,393.02,371.40,
batch4570@batch.com.tw,測四五七零,276393,319,20250626 16:37:29,300.47,337.28,
batch2502@batch.com.tw,測二五零二,274325,320,20250626 16:37:28,380.76,897.47,
batch3084@batch.com.tw,測三零八四,274907,321,20250626 16:37:29,420.97,365.67,
batch4287@batch.com.tw,測四二八七,276110,322,20250626 16:37:29,363.24,387.44,
