email,nickname,pid,showup_order,start_time,queryRespTime,updateRespTime,error
batch2103@batch.com.tw,測二一零三,273926,N/A,20250626 16:29:17,194.72,N/A,\"query API HTTP 500\"
batch1151@batch.com.tw,測一一五一,272974,N/A,20250626 16:29:17,194.73,N/A,\"query API HTTP 500\"
batch2236@batch.com.tw,測二二三六,274059,N/A,20250626 16:29:17,194.73,N/A,\"query API HTTP 500\"
batch2668@batch.com.tw,測二六六八,274491,N/A,20250626 16:29:17,195.99,N/A,\"query API HTTP 500\"
batch4269@batch.com.tw,測四二六九,276092,N/A,20250626 16:29:17,196.71,N/A,\"query API HTTP 500\"
batch3936@batch.com.tw,測三九三六,275759,N/A,20250626 16:29:17,196.91,N/A,\"query API HTTP 500\"
batch3852@batch.com.tw,測三八五二,275675,N/A,20250626 16:29:17,197.62,N/A,\"query API HTTP 500\"
batch2136@batch.com.tw,測二一三六,273959,N/A,20250626 16:29:17,196.98,N/A,\"query API HTTP 500\"
batch1184@batch.com.tw,測一一八四,273007,N/A,20250626 16:29:17,196.81,N/A,\"query API HTTP 500\"
batch0467@batch.com.tw,測零四六七,272290,N/A,20250626 16:29:17,199.31,N/A,\"query API HTTP 500\"
batch4403@batch.com.tw,測四四零三,276226,N/A,20250626 16:29:18,89.96,N/A,\"query API HTTP 502\"
batch2501@batch.com.tw,測二五零一,274324,N/A,20250626 16:29:18,90.27,N/A,\"query API HTTP 502\"
batch3365@batch.com.tw,測三三六五,275188,N/A,20250626 16:29:18,108.90,N/A,\"query API HTTP 500\"
batch3785@batch.com.tw,測三七八五,275608,N/A,20250626 16:29:18,113.36,N/A,\"query API HTTP 500\"
batch0716@batch.com.tw,測零七一六,272539,N/A,20250626 16:29:18,112.17,N/A,\"query API HTTP 500\"
batch4569@batch.com.tw,測四五六九,276392,N/A,20250626 16:29:18,187.50,N/A,\"query API HTTP 500\"
batch3617@batch.com.tw,測三六一七,275440,N/A,20250626 16:29:18,193.31,N/A,\"query API HTTP 500\"
batch3083@batch.com.tw,測三零八三,274906,N/A,20250626 16:29:18,195.35,N/A,\"query API HTTP 500\"
batch0050@batch.com.tw,測零零五零,271873,N/A,20250626 16:29:18,196.03,N/A,\"query API HTTP 500\"
batch0517@batch.com.tw,測零五一七,272340,N/A,20250626 16:29:18,198.47,N/A,\"query API HTTP 500\"
batch0484@batch.com.tw,測零四八四,272307,N/A,20250626 16:29:18,202.22,N/A,\"query API HTTP 500\"
batch3802@batch.com.tw,測三八零二,275625,N/A,20250626 16:29:18,202.98,N/A,\"query API HTTP 500\"
batch3919@batch.com.tw,測三九一九,275742,N/A,20250626 16:29:18,256.03,N/A,\"query API HTTP 500\"
batch2601@batch.com.tw,測二六零一,274424,N/A,20250626 16:29:18,255.88,N/A,\"query API HTTP 500\"
batch2253@batch.com.tw,測二二五三,274076,N/A,20250626 16:29:18,255.90,N/A,\"query API HTTP 500\"
batch3534@batch.com.tw,測三五三四,275357,N/A,20250626 16:29:18,256.84,N/A,\"query API HTTP 500\"
batch4336@batch.com.tw,測四三三六,276159,N/A,20250626 16:29:18,256.63,N/A,\"query API HTTP 500\"
batch0850@batch.com.tw,測零八五零,272673,N/A,20250626 16:29:18,254.70,N/A,\"query API HTTP 500\"
batch1970@batch.com.tw,測一九七零,273793,N/A,20250626 16:29:18,252.42,N/A,\"query API HTTP 500\"
batch0633@batch.com.tw,測零六三三,272456,N/A,20250626 16:29:18,254.66,N/A,\"query API HTTP 500\"
batch0366@batch.com.tw,測零三六六,272189,N/A,20250626 16:29:18,245.88,N/A,\"query API HTTP 500\"
batch3685@batch.com.tw,測三六八五,275508,N/A,20250626 16:29:18,254.72,N/A,\"query API HTTP 500\"
batch2903@batch.com.tw,測二九零三,274726,N/A,20250626 16:29:18,252.38,N/A,\"query API HTTP 500\"
batch3198@batch.com.tw,測三一九八,275021,N/A,20250626 16:29:18,256.88,N/A,\"query API HTTP 500\"
batch0934@batch.com.tw,測零九三四,272757,N/A,20250626 16:29:18,254.89,N/A,\"query API HTTP 500\"
batch4501@batch.com.tw,測四五零一,276324,N/A,20250626 16:29:18,245.93,N/A,\"query API HTTP 500\"
batch3768@batch.com.tw,測三七六八,275591,N/A,20250626 16:29:18,255.45,N/A,\"query API HTTP 500\"
batch2153@batch.com.tw,測二一五三,273976,N/A,20250626 16:29:18,257.44,N/A,\"query API HTTP 500\"
batch0666@batch.com.tw,測零六六六,272489,N/A,20250626 16:29:18,259.27,N/A,\"query API HTTP 500\"
batch1234@batch.com.tw,測一二三四,273057,N/A,20250626 16:29:18,261.77,N/A,\"query API HTTP 500\"
batch3718@batch.com.tw,測三七一八,275541,N/A,20250626 16:29:18,240.09,N/A,\"query API HTTP 500\"
batch2286@batch.com.tw,測二二八六,274109,N/A,20250626 16:29:18,242.44,N/A,\"query API HTTP 500\"
batch0066@batch.com.tw,測零零六六,271889,N/A,20250626 16:29:18,167.39,N/A,\"query API HTTP 500\"
batch3017@batch.com.tw,測三零一七,274840,N/A,20250626 16:29:18,208.76,N/A,\"query API HTTP 500\"
batch1619@batch.com.tw,測一六一九,273442,N/A,20250626 16:29:18,213.85,N/A,\"query API HTTP 500\"
batch2803@batch.com.tw,測二八零三,274626,N/A,20250626 16:29:18,204.33,N/A,\"query API HTTP 500\"
batch0550@batch.com.tw,測零五五零,272373,N/A,20250626 16:29:18,211.38,N/A,\"query API HTTP 500\"
batch1987@batch.com.tw,測一九八七,273810,N/A,20250626 16:29:18,204.94,N/A,\"query API HTTP 500\"
batch1585@batch.com.tw,測一五八五,273408,N/A,20250626 16:29:18,211.89,N/A,\"query API HTTP 500\"
batch4535@batch.com.tw,測四五三五,276358,N/A,20250626 16:29:18,99.28,N/A,\"query API HTTP 500\"
batch0400@batch.com.tw,測零四零零,272223,N/A,20250626 16:29:18,102.31,N/A,\"query API HTTP 500\"
batch1753@batch.com.tw,測一七五三,273576,N/A,20250626 16:29:18,103.16,N/A,\"query API HTTP 500\"
batch4185@batch.com.tw,測四一八五,276008,N/A,20250626 16:29:18,108.79,N/A,\"query API HTTP 500\"
batch2786@batch.com.tw,測二七八六,274609,N/A,20250626 16:29:18,98.90,N/A,\"query API HTTP 500\"
batch4736@batch.com.tw,測四七三六,276559,N/A,20250626 16:29:18,103.91,N/A,\"query API HTTP 500\"
batch4219@batch.com.tw,測四二一九,276042,N/A,20250626 16:29:18,100.17,N/A,\"query API HTTP 500\"
batch0917@batch.com.tw,測零九一七,272740,N/A,20250626 16:29:18,128.54,N/A,\"query API HTTP 500\"
batch1351@batch.com.tw,測一三五一,273174,N/A,20250626 16:29:18,127.76,N/A,\"query API HTTP 500\"
batch3970@batch.com.tw,測三九七零,275793,N/A,20250626 16:29:18,132.53,N/A,\"query API HTTP 500\"
batch1602@batch.com.tw,測一六零二,273425,N/A,20250626 16:29:18,133.45,N/A,\"query API HTTP 500\"
batch3431@batch.com.tw,測三四三一,275254,N/A,20250626 16:29:18,133.94,N/A,\"query API HTTP 500\"
batch2836@batch.com.tw,測二八三六,274659,N/A,20250626 16:29:18,134.16,N/A,\"query API HTTP 500\"
batch3634@batch.com.tw,測三六三四,275457,N/A,20250626 16:29:18,134.11,N/A,\"query API HTTP 500\"
batch1501@batch.com.tw,測一五零一,273324,N/A,20250626 16:29:18,134.10,N/A,\"query API HTTP 500\"
batch3869@batch.com.tw,測三八六九,275692,N/A,20250626 16:29:18,135.68,N/A,\"query API HTTP 500\"
batch4769@batch.com.tw,測四七六九,276592,N/A,20250626 16:29:18,143.69,N/A,\"query API HTTP 500\"
batch1168@batch.com.tw,測一一六八,272991,N/A,20250626 16:29:18,141.79,N/A,\"query API HTTP 500\"
batch0017@batch.com.tw,測零零一七,271840,N/A,20250626 16:29:18,76.29,N/A,\"query API HTTP 502\"
batch4051@batch.com.tw,測四零五一,275874,N/A,20250626 16:29:18,76.33,N/A,\"query API HTTP 502\"
batch0149@batch.com.tw,測零一四九,271972,N/A,20250626 16:29:18,146.89,N/A,\"query API HTTP 500\"
batch1201@batch.com.tw,測一二零一,273024,N/A,20250626 16:29:18,147.43,N/A,\"query API HTTP 500\"
batch0800@batch.com.tw,測零八零零,272623,N/A,20250626 16:29:18,76.35,N/A,\"query API HTTP 502\"
batch2568@batch.com.tw,測二五六八,274391,N/A,20250626 16:29:18,128.60,N/A,\"query API HTTP 500\"
batch2618@batch.com.tw,測二六一八,274441,N/A,20250626 16:29:18,83.28,N/A,\"query API HTTP 500\"
batch3584@batch.com.tw,測三五八四,275407,N/A,20250626 16:29:18,83.21,N/A,\"query API HTTP 500\"
batch3481@batch.com.tw,測三四八一,275304,N/A,20250626 16:29:18,83.21,N/A,\"query API HTTP 500\"
batch1034@batch.com.tw,測一零三四,272857,N/A,20250626 16:29:18,84.75,N/A,\"query API HTTP 500\"
batch1401@batch.com.tw,測一四零一,273224,N/A,20250626 16:29:18,90.43,N/A,\"query API HTTP 500\"
batch1786@batch.com.tw,測一七八六,273609,N/A,20250626 16:29:18,83.83,N/A,\"query API HTTP 500\"
batch3215@batch.com.tw,測三二一五,275038,N/A,20250626 16:29:18,88.35,N/A,\"query API HTTP 500\"
batch2186@batch.com.tw,測二一八六,274009,N/A,20250626 16:29:18,89.55,N/A,\"query API HTTP 500\"
batch2736@batch.com.tw,測二七三六,274559,N/A,20250626 16:29:18,92.99,N/A,\"query API HTTP 500\"
batch4420@batch.com.tw,測四四二零,276243,N/A,20250626 16:29:18,85.28,N/A,\"query API HTTP 500\"
batch4353@batch.com.tw,測四三五三,276176,N/A,20250626 16:29:18,85.24,N/A,\"query API HTTP 500\"
batch2819@batch.com.tw,測二八一九,274642,N/A,20250626 16:29:17,135.48,N/A,\"query API HTTP 500\"
batch0099@batch.com.tw,測零零九九,271922,N/A,20250626 16:29:18,126.61,N/A,\"query API HTTP 500\"
batch0867@batch.com.tw,測零八六七,272690,N/A,20250626 16:29:18,175.36,N/A,\"query API HTTP 500\"
batch1903@batch.com.tw,測一九零三,273726,N/A,20250626 16:29:18,118.14,N/A,\"query API HTTP 502\"
batch2436@batch.com.tw,測二四三六,274259,N/A,20250626 16:29:18,177.06,N/A,\"query API HTTP 500\"
batch4135@batch.com.tw,測四一三五,275958,N/A,20250626 16:29:18,178.13,N/A,\"query API HTTP 500\"
batch2969@batch.com.tw,測二九六九,274792,N/A,20250626 16:29:18,179.74,N/A,\"query API HTTP 500\"
batch2486@batch.com.tw,測二四八六,274309,N/A,20250626 16:29:18,159.73,N/A,\"query API HTTP 500\"
batch3116@batch.com.tw,測三一一六,274939,N/A,20250626 16:29:18,161.09,N/A,\"query API HTTP 500\"
batch2585@batch.com.tw,測二五八五,274408,N/A,20250626 16:29:18,161.33,N/A,\"query API HTTP 500\"
batch3501@batch.com.tw,測三五零一,275324,N/A,20250626 16:29:18,181.94,N/A,\"query API HTTP 500\"
batch4819@batch.com.tw,測四八一九,276642,N/A,20250626 16:29:18,95.99,N/A,\"query API HTTP 500\"
batch1836@batch.com.tw,測一八三六,273659,N/A,20250626 16:29:18,200.80,N/A,\"query API HTTP 500\"
batch0166@batch.com.tw,測零一六六,271989,N/A,20250626 16:29:18,194.19,N/A,\"query API HTTP 500\"
batch4068@batch.com.tw,測四零六八,275891,N/A,20250626 16:29:18,192.79,N/A,\"query API HTTP 500\"
batch1301@batch.com.tw,測一三零一,273124,N/A,20250626 16:29:18,192.95,N/A,\"query API HTTP 500\"
batch4518@batch.com.tw,測四五一八,276341,N/A,20250626 16:29:18,194.78,N/A,\"query API HTTP 500\"
batch3265@batch.com.tw,測三二六五,275088,N/A,20250626 16:29:18,199.43,N/A,\"query API HTTP 500\"
batch0450@batch.com.tw,測零四五零,272273,N/A,20250626 16:29:17,199.59,N/A,\"query API HTTP 500\"
batch4652@batch.com.tw,測四六五二,276475,N/A,20250626 16:29:18,196.83,N/A,\"query API HTTP 500\"
batch4552@batch.com.tw,測四五五二,276375,N/A,20250626 16:29:18,196.81,N/A,\"query API HTTP 500\"
batch0383@batch.com.tw,測零三八三,272206,N/A,20250626 16:29:17,197.21,N/A,\"query API HTTP 500\"
batch4202@batch.com.tw,測四二零二,276025,N/A,20250626 16:29:18,198.79,N/A,\"query API HTTP 500\"
batch3034@batch.com.tw,測三零三四,274857,N/A,20250626 16:29:18,168.16,N/A,\"query API HTTP 500\"
batch0600@batch.com.tw,測零六零零,272423,N/A,20250626 16:29:18,97.46,N/A,\"query API HTTP 500\"
batch4786@batch.com.tw,測四七八六,276609,N/A,20250626 16:29:18,163.88,N/A,\"query API HTTP 500\"
batch0216@batch.com.tw,測零二一六,272039,N/A,20250626 16:29:18,161.13,N/A,\"query API HTTP 500\"
batch2853@batch.com.tw,測二八五三,274676,N/A,20250626 16:29:18,160.32,N/A,\"query API HTTP 500\"
batch0683@batch.com.tw,測零六八三,272506,N/A,20250626 16:29:18,175.69,N/A,\"query API HTTP 500\"
batch2920@batch.com.tw,測二九二零,274743,N/A,20250626 16:29:18,166.29,N/A,\"query API HTTP 500\"
batch3735@batch.com.tw,測三七三五,275558,N/A,20250626 16:29:18,177.34,N/A,\"query API HTTP 500\"
batch1368@batch.com.tw,測一三六八,273191,N/A,20250626 16:29:18,126.42,N/A,\"query API HTTP 500\"
batch2403@batch.com.tw,測二四零三,274226,N/A,20250626 16:29:18,129.85,N/A,\"query API HTTP 500\"
batch3987@batch.com.tw,測三九八七,275810,N/A,20250626 16:29:18,154.34,N/A,\"query API HTTP 500\"
batch4936@batch.com.tw,測四九三六,276759,N/A,20250626 16:29:18,168.99,N/A,\"query API HTTP 500\"
batch1468@batch.com.tw,測一四六八,273291,N/A,20250626 16:29:18,167.70,N/A,\"query API HTTP 500\"
batch2635@batch.com.tw,測二六三五,274458,N/A,20250626 16:29:18,167.67,N/A,\"query API HTTP 500\"
batch1101@batch.com.tw,測一一零一,272924,N/A,20250626 16:29:18,124.86,N/A,\"query API HTTP 502\"
batch4001@batch.com.tw,測四零零一,275824,N/A,20250626 16:29:18,165.39,N/A,\"query API HTTP 500\"
batch1084@batch.com.tw,測一零八四,272907,N/A,20250626 16:29:18,165.85,N/A,\"query API HTTP 500\"
batch0116@batch.com.tw,測零一一六,271939,N/A,20250626 16:29:18,169.30,N/A,\"query API HTTP 500\"
batch4303@batch.com.tw,測四三零三,276126,N/A,20250626 16:29:18,144.24,N/A,\"query API HTTP 500\"
batch4018@batch.com.tw,測四零一八,275841,N/A,20250626 16:29:18,145.65,N/A,\"query API HTTP 500\"
batch4669@batch.com.tw,測四六六九,276492,N/A,20250626 16:29:18,151.17,N/A,\"query API HTTP 500\"
batch0534@batch.com.tw,測零五三四,272357,N/A,20250626 16:29:18,144.64,N/A,\"query API HTTP 500\"
batch0316@batch.com.tw,測零三一六,272139,N/A,20250626 16:29:18,169.58,N/A,\"query API HTTP 500\"
batch2336@batch.com.tw,測二三三六,274159,N/A,20250626 16:29:18,174.06,N/A,\"query API HTTP 500\"
batch1568@batch.com.tw,測一五六八,273391,N/A,20250626 16:29:18,168.35,N/A,\"query API HTTP 500\"
batch4152@batch.com.tw,測四一五二,275975,N/A,20250626 16:29:18,210.25,N/A,\"query API HTTP 500\"
batch0266@batch.com.tw,測零二六六,272089,N/A,20250626 16:29:18,210.94,N/A,\"query API HTTP 500\"
batch2886@batch.com.tw,測二八八六,274709,N/A,20250626 16:29:18,210.16,N/A,\"query API HTTP 500\"
batch3551@batch.com.tw,測三五五一,275374,N/A,20250626 16:29:18,211.53,N/A,\"query API HTTP 500\"
batch1953@batch.com.tw,測一九五三,273776,N/A,20250626 16:29:18,213.70,N/A,\"query API HTTP 500\"
batch0283@batch.com.tw,測零二八三,272106,N/A,20250626 16:29:18,201.77,N/A,\"query API HTTP 500\"
batch1703@batch.com.tw,測一七零三,273526,N/A,20250626 16:29:18,214.68,N/A,\"query API HTTP 500\"
batch4853@batch.com.tw,測四八五三,276676,N/A,20250626 16:29:18,187.82,N/A,\"query API HTTP 500\"
batch2220@batch.com.tw,測二二二零,274043,N/A,20250626 16:29:18,201.61,N/A,\"query API HTTP 500\"
batch0183@batch.com.tw,測零一八三,272006,N/A,20250626 16:29:18,192.25,N/A,\"query API HTTP 500\"
batch3415@batch.com.tw,測三四一五,275238,N/A,20250626 16:29:18,193.17,N/A,\"query API HTTP 500\"
batch4236@batch.com.tw,測四二三六,276059,N/A,20250626 16:29:18,201.40,N/A,\"query API HTTP 500\"
batch3903@batch.com.tw,測三九零三,275726,N/A,20250626 16:29:19,145.54,N/A,\"query API HTTP 500\"
batch2870@batch.com.tw,測二八七零,274693,N/A,20250626 16:29:19,149.07,N/A,\"query API HTTP 500\"
batch1485@batch.com.tw,測一四八五,273308,N/A,20250626 16:29:19,181.33,N/A,\"query API HTTP 500\"
batch1434@batch.com.tw,測一四三四,273257,N/A,20250626 16:29:19,177.34,N/A,\"query API HTTP 500\"
batch3001@batch.com.tw,測三零零一,274824,N/A,20250626 16:29:19,175.86,N/A,\"query API HTTP 500\"
batch2753@batch.com.tw,測二七五三,274576,N/A,20250626 16:29:18,555.39,N/A,\"query API HTTP 500\"
batch4636@batch.com.tw,測四六三六,276459,N/A,20250626 16:29:19,177.25,N/A,\"query API HTTP 500\"
batch4969@batch.com.tw,測四九六九,276792,N/A,20250626 16:29:19,183.47,N/A,\"query API HTTP 500\"
batch3100@batch.com.tw,測三一零零,274923,N/A,20250626 16:29:19,182.06,N/A,\"query API HTTP 500\"
batch4586@batch.com.tw,測四五八六,276409,N/A,20250626 16:29:19,181.97,N/A,\"query API HTTP 500\"
batch2120@batch.com.tw,測二一二零,273943,N/A,20250626 16:29:19,178.89,N/A,\"query API HTTP 500\"
batch0567@batch.com.tw,測零五六七,272390,N/A,20250626 16:29:19,154.88,N/A,\"query API HTTP 502\"
batch3668@batch.com.tw,測三六六八,275491,N/A,20250626 16:29:19,174.13,N/A,\"query API HTTP 500\"
batch3315@batch.com.tw,測三三一五,275138,N/A,20250626 16:29:19,170.63,N/A,\"query API HTTP 500\"
batch2303@batch.com.tw,測二三零三,274126,N/A,20250626 16:29:19,187.34,N/A,\"query API HTTP 500\"
batch2518@batch.com.tw,測二五一八,274341,N/A,20250626 16:29:19,184.46,N/A,\"query API HTTP 500\"
batch0034@batch.com.tw,測零零三四,271857,N/A,20250626 16:29:19,175.45,N/A,\"query API HTTP 500\"
batch0333@batch.com.tw,測零三三三,272156,N/A,20250626 16:29:19,163.75,N/A,\"query API HTTP 500\"
batch3282@batch.com.tw,測三二八二,275105,N/A,20250626 16:29:19,149.10,N/A,\"query API HTTP 500\"
batch1551@batch.com.tw,測一五五一,273374,N/A,20250626 16:29:19,154.19,N/A,\"query API HTTP 500\"
batch1770@batch.com.tw,測一七七零,273593,N/A,20250626 16:29:19,155.49,N/A,\"query API HTTP 500\"
batch2353@batch.com.tw,測二三五三,274176,N/A,20250626 16:29:19,148.99,N/A,\"query API HTTP 500\"
batch1886@batch.com.tw,測一八八六,273709,N/A,20250626 16:29:19,155.47,N/A,\"query API HTTP 500\"
batch1218@batch.com.tw,測一二一八,273041,N/A,20250626 16:29:19,149.14,N/A,\"query API HTTP 500\"
batch4370@batch.com.tw,測四三七零,276193,N/A,20250626 16:29:19,133.64,N/A,\"query API HTTP 500\"
batch2203@batch.com.tw,測二二零三,274026,N/A,20250626 16:29:19,159.18,N/A,\"query API HTTP 500\"
batch0417@batch.com.tw,測零四一七,272240,N/A,20250626 16:29:19,147.73,N/A,\"query API HTTP 500\"
batch4903@batch.com.tw,測四九零三,276726,N/A,20250626 16:29:19,133.83,N/A,\"query API HTTP 500\"
batch2686@batch.com.tw,測二六八六,274509,N/A,20250626 16:29:19,153.97,N/A,\"query API HTTP 500\"
batch0733@batch.com.tw,測零七三三,272556,N/A,20250626 16:29:19,139.56,N/A,\"query API HTTP 500\"
batch4487@batch.com.tw,測四四八七,276310,N/A,20250626 16:29:19,154.40,N/A,\"query API HTTP 500\"
batch0001@batch.com.tw,測零零零一,270715,N/A,20250626 16:29:19,162.62,N/A,\"query API HTTP 500\"
batch0133@batch.com.tw,測零一三三,271956,N/A,20250626 16:29:19,163.14,N/A,\"query API HTTP 500\"
batch4437@batch.com.tw,測四四三七,276260,N/A,20250626 16:29:19,184.65,N/A,\"query API HTTP 500\"
batch1251@batch.com.tw,測一二五一,273074,N/A,20250626 16:29:19,186.42,N/A,\"query API HTTP 500\"
batch3067@batch.com.tw,測三零六七,274890,N/A,20250626 16:29:19,184.33,N/A,\"query API HTTP 500\"
batch0083@batch.com.tw,測零零八三,271906,N/A,20250626 16:29:19,186.81,N/A,\"query API HTTP 500\"
batch1118@batch.com.tw,測一一一八,272941,N/A,20250626 16:29:19,187.53,N/A,\"query API HTTP 500\"
batch3601@batch.com.tw,測三六零一,275424,N/A,20250626 16:29:19,189.10,N/A,\"query API HTTP 500\"
batch2170@batch.com.tw,測二一七零,273993,N/A,20250626 16:29:19,188.94,N/A,\"query API HTTP 500\"
batch0968@batch.com.tw,測零九六八,272791,N/A,20250626 16:29:19,190.46,N/A,\"query API HTTP 500\"
batch2535@batch.com.tw,測二五三五,274358,N/A,20250626 16:29:19,190.41,N/A,\"query API HTTP 500\"
batch1803@batch.com.tw,測一八零三,273626,N/A,20250626 16:29:19,191.33,N/A,\"query API HTTP 500\"
batch3332@batch.com.tw,測三三三二,275155,N/A,20250626 16:29:19,194.39,N/A,\"query API HTTP 500\"
batch1518@batch.com.tw,測一五一八,273341,N/A,20250626 16:29:19,195.50,N/A,\"query API HTTP 500\"
batch0817@batch.com.tw,測零八一七,272640,N/A,20250626 16:29:19,197.59,N/A,\"query API HTTP 500\"
batch1853@batch.com.tw,測一八五三,273676,N/A,20250626 16:29:19,195.73,N/A,\"query API HTTP 500\"
batch1720@batch.com.tw,測一七二零,273543,N/A,20250626 16:29:19,197.54,N/A,\"query API HTTP 500\"
batch1285@batch.com.tw,測一二八五,273108,N/A,20250626 16:29:19,200.50,N/A,\"query API HTTP 500\"
batch4686@batch.com.tw,測四六八六,276509,N/A,20250626 16:29:19,194.45,N/A,\"query API HTTP 500\"
batch2386@batch.com.tw,測二三八六,274209,N/A,20250626 16:29:19,204.68,N/A,\"query API HTTP 500\"
batch1051@batch.com.tw,測一零五一,272874,N/A,20250626 16:29:19,204.88,N/A,\"query API HTTP 500\"
batch1268@batch.com.tw,測一二六八,273091,N/A,20250626 16:29:19,205.35,N/A,\"query API HTTP 500\"
batch4870@batch.com.tw,測四八七零,276693,N/A,20250626 16:29:19,200.11,N/A,\"query API HTTP 500\"
batch2420@batch.com.tw,測二四二零,274243,N/A,20250626 16:29:19,203.71,N/A,\"query API HTTP 500\"
batch0901@batch.com.tw,測零九零一,272724,N/A,20250626 16:29:19,203.78,N/A,\"query API HTTP 500\"
batch0700@batch.com.tw,測零七零零,272523,N/A,20250626 16:29:19,206.50,N/A,\"query API HTTP 500\"
batch0233@batch.com.tw,測零二三三,272056,N/A,20250626 16:29:19,206.34,N/A,\"query API HTTP 500\"
batch2986@batch.com.tw,測二九八六,274809,N/A,20250626 16:29:19,186.08,N/A,\"query API HTTP 500\"
batch1001@batch.com.tw,測一零零一,272824,N/A,20250626 16:29:19,186.65,N/A,\"query API HTTP 500\"
batch1636@batch.com.tw,測一六三六,273459,N/A,20250626 16:29:19,185.86,N/A,\"query API HTTP 500\"
batch3752@batch.com.tw,測三七五二,275575,N/A,20250626 16:29:19,236.53,N/A,\"query API HTTP 500\"
batch1068@batch.com.tw,測一零六八,272891,N/A,20250626 16:29:19,238.81,N/A,\"query API HTTP 500\"
batch0584@batch.com.tw,測零五八四,272407,N/A,20250626 16:29:19,241.21,N/A,\"query API HTTP 500\"
batch0617@batch.com.tw,測零六一七,272440,N/A,20250626 16:29:19,244.77,N/A,\"query API HTTP 500\"
batch1937@batch.com.tw,測一九三七,273760,N/A,20250626 16:29:19,266.82,N/A,\"query API HTTP 500\"
batch2019@batch.com.tw,測二零一九,273842,N/A,20250626 16:29:19,244.38,N/A,\"query API HTTP 500\"
batch4102@batch.com.tw,測四一零二,275925,N/A,20250626 16:29:19,264.04,N/A,\"query API HTTP 500\"
batch3836@batch.com.tw,測三八三六,275659,N/A,20250626 16:29:19,252.63,N/A,\"query API HTTP 500\"
batch4470@batch.com.tw,測四四七零,276293,N/A,20250626 16:29:19,266.20,N/A,\"query API HTTP 500\"
batch3349@batch.com.tw,測三三四九,275172,N/A,20250626 16:29:19,215.29,N/A,\"query API HTTP 502\"
batch4803@batch.com.tw,測四八零三,276626,N/A,20250626 16:29:19,262.40,N/A,\"query API HTTP 500\"
batch4169@batch.com.tw,測四一六九,275992,N/A,20250626 16:29:19,273.79,N/A,\"query API HTTP 500\"
batch2036@batch.com.tw,測二零三六,273859,N/A,20250626 16:29:19,265.52,N/A,\"query API HTTP 500\"
batch3819@batch.com.tw,測三八一九,275642,N/A,20250626 16:29:19,263.61,N/A,\"query API HTTP 500\"
batch2720@batch.com.tw,測二七二零,274543,N/A,20250626 16:29:19,262.86,N/A,\"query API HTTP 500\"
batch0784@batch.com.tw,測零七八四,272607,N/A,20250626 16:29:19,268.14,N/A,\"query API HTTP 500\"
batch3232@batch.com.tw,測三二三二,275055,N/A,20250626 16:29:19,257.13,N/A,\"query API HTTP 500\"
batch4404@batch.com.tw,測四四零四,276227,N/A,20250626 16:29:19,259.80,N/A,\"query API HTTP 500\"
batch2270@batch.com.tw,測二二七零,274093,N/A,20250626 16:29:19,283.21,N/A,\"query API HTTP 500\"
batch3182@batch.com.tw,測三一八二,275005,N/A,20250626 16:29:19,283.71,N/A,\"query API HTTP 500\"
